Client,Amount,Date,Registrant,Purpose,From subcontractor,Source
Avianca S.A.,21851.23,02/28/13*,Holland & Knight LLP,The purpose of each payment listed was to reimburse Holland & Knight for costs incurred in the legal representation of the client or to compensate the firm for the legal services rendered.,,http://www.fara.gov/docs/3375-Supplemental-Statement-20130528-1.pdf
The Government of the United Kingdom,121891.08,02/28/13*,Holland & Knight LLP,The purpose of each payment listed was to reimburse Holland & Knight for costs incurred in the legal representation of the client or to compensate the firm for the legal services rendered.,,http://www.fara.gov/docs/3375-Supplemental-Statement-20130528-1.pdf
China Daily of Beijing,6748500.00,04/30/13*,China Daily Distribution Corporation,"Printing, Distributing, and Satellite services",,http://www.fara.gov/docs/3457-Supplemental-Statement-20130531-17.pdf
"Bombardier, Inc.",175100.00,01/31/13*,Daniel J. Edelman,,,http://www.fara.gov/docs/3634-Supplemental-Statement-20130315-16.pdf
Grupo Vicini,51679.15,01/31/13*,Daniel J. Edelman,,,http://www.fara.gov/docs/3634-Supplemental-Statement-20130315-16.pdf
Kongsberg Protech Systems,86249.44,01/31/13*,Daniel J. Edelman,,,http://www.fara.gov/docs/3634-Supplemental-Statement-20130315-16.pdf
Permanent Mission of the Kingdom of Saudi Arabia,83964.00,01/31/13*,Daniel J. Edelman,,,http://www.fara.gov/docs/3634-Supplemental-Statement-20130315-16.pdf
Taiwan External Trade Development Council,524562.25,02/28/13*,"Taiwan Trade Center, New York Inc.",Monthly Office Expenses Reimbursement,,http://www.fara.gov/docs/3652-Supplemental-Statement-20130326-17.pdf
Taipei Economic And Cultural Representative Office in the United States,51500.00,12/31/12*,"International Trade & Development Agency, Inc.",,,http://www.fara.gov/docs/3690-Supplemental-Statement-20130115-19.pdf
Embassy of the United Arab Emirates,315000.00,02/28/13*,DLA Piper US LLP,,,http://www.fara.gov/docs/3712-Supplemental-Statement-20130328-18.pdf
Avianca S.A.,21851.23,02/28/13*,Holland & Knight LLP,,,http://www.fara.gov/docs/3718-Supplemental-Statement-20130528-19.pdf
The Government of the United Kingdom,121891.08,02/28/13*,Holland & Knight LLP,,,http://www.fara.gov/docs/3718-Supplemental-Statement-20130528-19.pdf
State of Israel,1455.00,2012-04-13,Sidley Austin LLP,"For professional services rendered in connection with the provision of legal advice, legal proceedings in the U.S., and related matters.",,http://www.fara.gov/docs/3731-Supplemental-Statement-20121031-18.pdf
State of Israel,7500.00,2012-04-23,Sidley Austin LLP,"For professional services rendered in connection with the provision of legal advice, legal proceedings in the U.S., and related matters.",,http://www.fara.gov/docs/3731-Supplemental-Statement-20121031-18.pdf
State of Israel,3516.25,2012-05-07,Sidley Austin LLP,"For professional services rendered in connection with the provision of legal advice, legal proceedings in the U.S., and related matters.",,http://www.fara.gov/docs/3731-Supplemental-Statement-20121031-18.pdf
State of Israel,4550.07,2012-06-08,Sidley Austin LLP,"For professional services rendered in connection with the provision of legal advice, legal proceedings in the U.S., and related matters.",,http://www.fara.gov/docs/3731-Supplemental-Statement-20121031-18.pdf
State of Israel,439.16,2012-06-18,Sidley Austin LLP,"For professional services rendered in connection with the provision of legal advice, legal proceedings in the U.S., and related matters.",,http://www.fara.gov/docs/3731-Supplemental-Statement-20121031-18.pdf
State of Israel,7500.00,2012-06-28,Sidley Austin LLP,"For professional services rendered in connection with the provision of legal advice, legal proceedings in the U.S., and related matters.",,http://www.fara.gov/docs/3731-Supplemental-Statement-20121031-18.pdf
State of Israel,8097.38,2012-07-19,Sidley Austin LLP,"For professional services rendered in connection with the provision of legal advice, legal proceedings in the U.S., and related matters.",,http://www.fara.gov/docs/3731-Supplemental-Statement-20121031-18.pdf
State of Israel,857.36,2012-08-12,Sidley Austin LLP,"For professional services rendered in connection with the provision of legal advice, legal proceedings in the U.S., and related matters.",,http://www.fara.gov/docs/3731-Supplemental-Statement-20121031-18.pdf
State of Israel,3750.00,2012-08-21,Sidley Austin LLP,"For professional services rendered in connection with the provision of legal advice, legal proceedings in the U.S., and related matters.",,http://www.fara.gov/docs/3731-Supplemental-Statement-20121031-18.pdf
State of Israel,3712.50,2012-09-28,Sidley Austin LLP,"For professional services rendered in connection with the provision of legal advice, legal proceedings in the U.S., and related matters.",,http://www.fara.gov/docs/3731-Supplemental-Statement-20121031-18.pdf
Hong Kong Trade Development Council,32500.00,2012-04-27,Sidley Austin LLP,"For professional services rendered in connection with the provision of legal advice, legal proceedings in the U.S., and related matters.",,http://www.fara.gov/docs/3731-Supplemental-Statement-20121031-18.pdf
Hong Kong Trade Development Council,32500.00,2012-05-25,Sidley Austin LLP,"For professional services rendered in connection with the provision of legal advice, legal proceedings in the U.S., and related matters.",,http://www.fara.gov/docs/3731-Supplemental-Statement-20121031-18.pdf
Hong Kong Trade Development Council,32500.00,2012-07-05,Sidley Austin LLP,"For professional services rendered in connection with the provision of legal advice, legal proceedings in the U.S., and related matters.",,http://www.fara.gov/docs/3731-Supplemental-Statement-20121031-18.pdf
Hong Kong Trade Development Council,32500.00,2012-08-01,Sidley Austin LLP,"For professional services rendered in connection with the provision of legal advice, legal proceedings in the U.S., and related matters.",,http://www.fara.gov/docs/3731-Supplemental-Statement-20121031-18.pdf
Hong Kong Trade Development Council,32500.00,2012-08-29,Sidley Austin LLP,"For professional services rendered in connection with the provision of legal advice, legal proceedings in the U.S., and related matters.",,http://www.fara.gov/docs/3731-Supplemental-Statement-20121031-18.pdf
Government of the Cayman Islands,120798.29,2012-04-20,Sidley Austin LLP,"For professional services rendered in connection with the provision of legal advice, legal proceedings in the U.S., and related matters.",,http://www.fara.gov/docs/3731-Supplemental-Statement-20121031-18.pdf
Government of the Cayman Islands,107754.16,2012-05-14,Sidley Austin LLP,"For professional services rendered in connection with the provision of legal advice, legal proceedings in the U.S., and related matters.",,http://www.fara.gov/docs/3731-Supplemental-Statement-20121031-18.pdf
Government of the Cayman Islands,90238.15,2012-06-27,Sidley Austin LLP,"For professional services rendered in connection with the provision of legal advice, legal proceedings in the U.S., and related matters.",,http://www.fara.gov/docs/3731-Supplemental-Statement-20121031-18.pdf
Government of the Cayman Islands,113086.53,2012-09-20,Sidley Austin LLP,"For professional services rendered in connection with the provision of legal advice, legal proceedings in the U.S., and related matters.",,http://www.fara.gov/docs/3731-Supplemental-Statement-20121031-18.pdf
Government of the Cayman Islands,79913.18,2012-09-25,Sidley Austin LLP,"For professional services rendered in connection with the provision of legal advice, legal proceedings in the U.S., and related matters.",,http://www.fara.gov/docs/3731-Supplemental-Statement-20121031-18.pdf
State of Israel,6687.50,2012-10-26,Sidley Austin LLP,"For professional services rendered in connection with the provision of legal advice, legal proceedings in the U.S., and related matters",,http://www.fara.gov/docs/3731-Supplemental-Statement-20130430-19.pdf
State of Israel,735.03,2012-11-09,Sidley Austin LLP,"For professional services rendered in connection with the provision of legal advice, legal proceedings in the U.S., and related matters",,http://www.fara.gov/docs/3731-Supplemental-Statement-20130430-19.pdf
State of Israel,5321.25,2012-12-05,Sidley Austin LLP,"For professional services rendered in connection with the provision of legal advice, legal proceedings in the U.S., and related matters",,http://www.fara.gov/docs/3731-Supplemental-Statement-20130430-19.pdf
State of Israel,45400.00,2012-12-26,Sidley Austin LLP,"For professional services rendered in connection with the provision of legal advice, legal proceedings in the U.S., and related matters",,http://www.fara.gov/docs/3731-Supplemental-Statement-20130430-19.pdf
State of Israel,430.95,2012-12-31,Sidley Austin LLP,"For professional services rendered in connection with the provision of legal advice, legal proceedings in the U.S., and related matters",,http://www.fara.gov/docs/3731-Supplemental-Statement-20130430-19.pdf
State of Israel,5200.00,2013-01-22,Sidley Austin LLP,"For professional services rendered in connection with the provision of legal advice, legal proceedings in the U.S., and related matters",,http://www.fara.gov/docs/3731-Supplemental-Statement-20130430-19.pdf
State of Israel,9113.65,2013-03-11,Sidley Austin LLP,"For professional services rendered in connection with the provision of legal advice, legal proceedings in the U.S., and related matters",,http://www.fara.gov/docs/3731-Supplemental-Statement-20130430-19.pdf
State of Israel,844.15,2013-03-25,Sidley Austin LLP,"For professional services rendered in connection with the provision of legal advice, legal proceedings in the U.S., and related matters",,http://www.fara.gov/docs/3731-Supplemental-Statement-20130430-19.pdf
Hong Kong Trade Development Council,32500.00,2012-10-04,Sidley Austin LLP,"For professional services rendered in connection with the provision of legal advice, legal proceedings in the U.S., and related matters",,http://www.fara.gov/docs/3731-Supplemental-Statement-20130430-19.pdf
Hong Kong Trade Development Council,32500.00,2012-10-26,Sidley Austin LLP,"For professional services rendered in connection with the provision of legal advice, legal proceedings in the U.S., and related matters",,http://www.fara.gov/docs/3731-Supplemental-Statement-20130430-19.pdf
Hong Kong Trade Development Council,32500.00,2012-11-29,Sidley Austin LLP,"For professional services rendered in connection with the provision of legal advice, legal proceedings in the U.S., and related matters",,http://www.fara.gov/docs/3731-Supplemental-Statement-20130430-19.pdf
Hong Kong Trade Development Council,32500.00,2013-01-09,Sidley Austin LLP,"For professional services rendered in connection with the provision of legal advice, legal proceedings in the U.S., and related matters",,http://www.fara.gov/docs/3731-Supplemental-Statement-20130430-19.pdf
Hong Kong Trade Development Council,32500.00,2013-02-19,Sidley Austin LLP,"For professional services rendered in connection with the provision of legal advice, legal proceedings in the U.S., and related matters",,http://www.fara.gov/docs/3731-Supplemental-Statement-20130430-19.pdf
Hong Kong Trade Development Council,32500.00,2013-03-14,Sidley Austin LLP,"For professional services rendered in connection with the provision of legal advice, legal proceedings in the U.S., and related matters",,http://www.fara.gov/docs/3731-Supplemental-Statement-20130430-19.pdf
Government of the Cayman Islands,52039.61,2012-10-24,Sidley Austin LLP,"For professional services rendered in connection with the provision of legal advice, legal proceedings in the U.S., and related matters",,http://www.fara.gov/docs/3731-Supplemental-Statement-20130430-19.pdf
Government of the Cayman Islands,85270.08,2013-01-16,Sidley Austin LLP,"For professional services rendered in connection with the provision of legal advice, legal proceedings in the U.S., and related matters",,http://www.fara.gov/docs/3731-Supplemental-Statement-20130430-19.pdf
Government of the Cayman Islands,71759.67,2013-01-22,Sidley Austin LLP,"For professional services rendered in connection with the provision of legal advice, legal proceedings in the U.S., and related matters",,http://www.fara.gov/docs/3731-Supplemental-Statement-20130430-19.pdf
Government of the Cayman Islands,59924.06,2013-02-05,Sidley Austin LLP,"For professional services rendered in connection with the provision of legal advice, legal proceedings in the U.S., and related matters",,http://www.fara.gov/docs/3731-Supplemental-Statement-20130430-19.pdf
Government of the Cayman Islands,41724.14,2013-03-06,Sidley Austin LLP,"For professional services rendered in connection with the provision of legal advice, legal proceedings in the U.S., and related matters",,http://www.fara.gov/docs/3731-Supplemental-Statement-20130430-19.pdf
Government of the Cayman Islands,79262.57,2013-03-14,Sidley Austin LLP,"For professional services rendered in connection with the provision of legal advice, legal proceedings in the U.S., and related matters",,http://www.fara.gov/docs/3731-Supplemental-Statement-20130430-19.pdf
Government of Bermuda,92762.78,04/30/13*,Levine & Company,Attorney's Fees,,http://www.fara.gov/docs/3971-Supplemental-Statement-20130522-19.pdf
Japan External Trade Organization (JETRO),242707.00,12/03/12*,Jetro Atlanta,General Purposes and Salaries,,http://www.fara.gov/docs/4069-Supplemental-Statement-20130130-17.pdf
Association of German Chambers of Industry and Commerce Deutscher Industrie und Handelskammertag (DI,606872.00,01/31/13*,Representative of German Industry and Trade,operating expenses,,http://www.fara.gov/docs/4274-Supplemental-Statement-20130206-18.pdf
Bermuda Department of Tourism,179559.42,01/31/12*,Bermuda Department of Tourism,,,http://www.fara.gov/docs/430-Supplemental-Statement-20120131-16.pdf
Bermuda Department of Tourism,342675.22,06/30/12*,Bermuda Department of Tourism,,,http://www.fara.gov/docs/430-Supplemental-Statement-20120731-18.pdf
Bermuda Department of Tourism,201051.94,12/31/12*,Bermuda Department of Tourism,Funds received from Bermuda,,http://www.fara.gov/docs/430-Supplemental-Statement-20130130-20.pdf
"Department Of Enterprise Trade And Investment, A UK Government Department In Northern Ireland",1730000.00,10/31/12*,Invest Northern Ireland,,,http://www.fara.gov/docs/4364-Supplemental-Statement-20130108-19.pdf
Deutsche Telekom AG,6149816.55,04/30/13*,"Deutsche Telecom, Inc.",operating expenses,,http://www.fara.gov/docs/4419-Supplemental-Statement-20130529-17.pdf
Government of Mexico - Secretaria de Economia,162760.00,03/31/13*,"Public Strategies Washington, Inc.",,,http://www.fara.gov/docs/4486-Supplemental-Statement-20130408-16.pdf
"Japan International Broadcasting, Inc.",47155.86,2012-10-01,"Japan Network Group, Inc.",Distribution of NHK World TV,,http://www.fara.gov/docs/4490-Supplemental-Statement-20130430-16.pdf
"NHK Cosmomedia America, Inc.",260.44,2013-03-02,"Japan Network Group, Inc.",Distribution of NHK Int'l TV Program,,http://www.fara.gov/docs/4490-Supplemental-Statement-20130430-16.pdf
"NHK Cosmomedia America, Inc.",201877.00,2013-02-01,"Japan Network Group, Inc.",Distribution of NHK Int'l TV Program,,http://www.fara.gov/docs/4490-Supplemental-Statement-20130430-16.pdf
"NHK Cosmomedia America, Inc.",201877.00,2013-01-01,"Japan Network Group, Inc.",Distribution of NHK Int'l TV Program,,http://www.fara.gov/docs/4490-Supplemental-Statement-20130430-16.pdf
"NHK Cosmomedia America, Inc.",201877.00,2012-12-01,"Japan Network Group, Inc.",Distribution of NHK Int'l TV Program,,http://www.fara.gov/docs/4490-Supplemental-Statement-20130430-16.pdf
"NHK Cosmomedia America, Inc.",201877.00,2012-10-01,"Japan Network Group, Inc.",Distribution of NHK Int'l TV Program,,http://www.fara.gov/docs/4490-Supplemental-Statement-20130430-16.pdf
"NHK Cosmomedia America, Inc.",201877.00,2012-11-01,"Japan Network Group, Inc.",Distribution of NHK Int'l TV Program,,http://www.fara.gov/docs/4490-Supplemental-Statement-20130430-16.pdf
"Japan International Broadcasting, Inc.",47155.86,2012-11-01,"Japan Network Group, Inc.",Distribution of NHK World TV,,http://www.fara.gov/docs/4490-Supplemental-Statement-20130430-16.pdf
"Japan International Broadcasting, Inc.",47155.82,2012-12-01,"Japan Network Group, Inc.",Distribution of NHK World TV,,http://www.fara.gov/docs/4490-Supplemental-Statement-20130430-16.pdf
"Japan International Broadcasting, Inc.",19601.93,2013-01-01,"Japan Network Group, Inc.",Distribution of NHK World TV,,http://www.fara.gov/docs/4490-Supplemental-Statement-20130430-16.pdf
"Japan International Broadcasting, Inc.",19601.93,2013-02-01,"Japan Network Group, Inc.",Distribution of NHK World TV,,http://www.fara.gov/docs/4490-Supplemental-Statement-20130430-16.pdf
